cup_game_date,cup_stage,cup_round,cup_section,cup_leg_no,decider,cup_outcome,agg_outcome,agg_score,agg_gf,agg_ga,gg_outcome,away_goal_outcome,pens_outcome,pens_score,pens_gf,pens_ga,game_length,outcome_desc,is_qualifying_round,is_group_stage,is_multi_leg,is_replay,is_extra_time,is_golden_goal,is_pen_shootout,is_play_off
1987-08-25,1st Round 2nd Leg,1,,2.0,agg,L,L,2-3,2.0,3.0,,,,,,,90,Lost 2-3 on agg,0,0,1,0,0,0,0,0
1987-10-13,Preliminary Round - Northern Section - Group 1,P,Northern,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1987-10-27,Preliminary Round - Northern Section - Group 1,P,Northern,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1987-11-14,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1987-11-16,1st Round Replay,1,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
1988-08-29,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1988-09-05,1st Round 2nd Leg,1,,2.0,agg,W,W,2-1,2.0,1.0,,,,,,,90,Won 2-1 on agg,0,0,1,0,0,0,0,0
1988-09-28,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1988-10-11,2nd Round 2nd Leg,2,,2.0,agg,W,W,1,1.0,0.0,,,,,,,90,Won 1-0 on agg,0,0,1,0,0,0,0,0
1988-11-01,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1988-11-19,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1988-11-22,1st Round Replay,1,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
1988-11-29,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1988-12-05,Preliminary Round - Northern Section - Group 7,P,Northern,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1988-12-10,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1988-12-13,Preliminary Round - Northern Section - Group 7,P,Northern,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1989-01-07,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1989-01-11,3rd Round Replay,3,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
1989-01-17,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1989-08-22,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1989-08-29,1st Round 2nd Leg,1,,2.0,agg,W,W,7-4,7.0,4.0,,,,,,,90,Won 7-4 on agg,0,0,1,0,0,0,0,0
1989-09-19,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1989-10-03,2nd Round 2nd Leg,2,,2.0,agg,W,W,2,2.0,0.0,,,,,,,90,Won 2-0 on agg,0,0,1,0,0,0,0,0
1989-10-23,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1989-11-07,Preliminary Round - Northern Section - Group 4,P,Northern,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1989-11-18,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1989-11-22,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1989-11-29,4th Round Replay,4,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
1989-12-12,Preliminary Round - Northern Section - Group 4,P,Northern,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1990-01-09,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1990-02-06,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
1990-02-20,Semi-Final - Northern Section,SF,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1990-03-12,Final - Northern Section (1st Leg),F,Northern,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1990-04-03,Final - Northern Section (2nd Leg),F,Northern,2.0,agg,W,W,3-1,3.0,1.0,,,,,,,90,Won 1-3 on agg,0,0,1,0,0,0,0,0
1990-05-13,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,1
1990-05-16,Semi-Final 2nd Leg,SF,,2.0,agg,W,W,2,2.0,0.0,,,,,,,90,Won 2-0 on agg,0,0,1,0,0,0,0,1
1990-05-20,Final,F,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1990-05-27,Final,F,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,1
1990-08-28,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1990-09-03,1st Round 2nd Leg,1,,2.0,agg,L,L,2-3,2.0,3.0,,,,,,,90,Lost 2-3 on agg,0,0,1,0,0,0,0,0
1990-11-06,Preliminary Round - Northern Section - Group 7,P,Northern,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1990-11-17,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1990-11-27,Preliminary Round - Northern Section - Group 7,P,Northern,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1990-12-08,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1991-01-15,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1991-01-29,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
1991-02-19,Semi-Final - Northern Section,SF,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1991-03-05,Final - Northern Section (1st Leg),F,Northern,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1991-04-09,Final - Northern Section (2nd Leg),F,Northern,2.0,agg,W,W,4-1,4.0,1.0,,,,,,,90,Won 1-4 on agg,0,0,1,0,0,0,0,0
1991-05-19,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,1
1991-05-22,Semi-Final 2nd Leg,SF,,2.0,agg,W,W,3-2,3.0,2.0,,,,,,,90,Won 3-2 on agg,0,0,1,0,0,0,0,1
1991-05-26,Final,F,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1991-06-01,Final,F,,,,,,,,,,,,,,,120,,0,0,0,0,1,0,0,1
1991-08-20,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1991-08-27,1st Round 2nd Leg,1,,2.0,agg,W,W,8-6,8.0,6.0,,,,,,,90,Won 8-6 on agg,0,0,1,0,0,0,0,0
1991-09-25,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1991-10-01,1st Round - Northern Section,1,Northern,,pens,W,,,,,,,W,3-2,3.0,2.0,120,Won 3-2 on pens,0,0,0,0,1,0,1,0
1991-10-08,2nd Round 2nd Leg,2,,2.0,agg,W,W,4-2,4.0,2.0,,,,,,,90,Won 4-2 on agg,0,0,1,0,0,0,0,0
1991-10-22,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1991-10-29,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1991-11-16,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1991-11-26,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
1991-12-07,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1991-12-10,Semi-Final - Northern Section,SF,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1991-12-17,2nd Round Replay,2,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
1992-01-04,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1992-08-19,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1992-08-25,1st Round 2nd Leg,1,,2.0,agg,L,L,3-4,3.0,4.0,,,,,,,90,Lost 4-3 on agg,0,0,1,0,0,0,0,0
1992-09-01,Preliminary Round,P,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1992-09-15,Preliminary Round,P,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1992-11-11,Group B,G,,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1992-11-24,Group B,G,,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1992-12-08,Group B,G,,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1992-12-16,Group B,G,,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1993-01-02,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1993-01-12,3rd Round Replay,3,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
1993-01-23,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1993-05-16,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,1
1993-05-19,Semi-Final 2nd Leg,SF,,2.0,agg,L,L,4-5,4.0,5.0,,,,,,,90,Lost 4-5 on agg,0,0,1,0,0,0,0,1
1993-08-31,Preliminary Round,P,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1993-09-07,Preliminary Round,P,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1993-09-21,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1993-10-05,2nd Round 2nd Leg,2,,2.0,agg,W,W,6-2,6.0,2.0,,,,,,,90,Won 6-2 on agg,0,0,1,0,0,0,0,0
1993-10-26,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1993-11-30,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1994-01-08,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1994-01-26,Quarter-Final,QF,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
1994-01-29,Quarter-Final Replay,QF,,,,,,,,,,,,,,,90,,1,0,0,1,0,0,0,0
1994-02-16,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1994-02-27,Semi-Final 2nd Leg,SF,,2.0,pens,L,D,4-4,4.0,4.0,,,L,4-5,4.0,5.0,120,4-4 on agg. Lost 4-5 on pens,0,0,1,0,1,0,1,0
1994-05-15,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,1
1994-05-18,Semi-Final 2nd Leg,SF,,2.0,agg,L,L,1-2,1.0,2.0,,,,,,,90,Lost 1-2 on agg,0,0,1,0,0,0,0,1
1994-08-24,Group A,G,,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1994-09-06,Group A,G,,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1994-09-20,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1994-09-27,2nd Round 2nd Leg,2,,2.0,agg,W,W,1,1.0,0.0,,,,,,,90,Won 1-0 on agg,0,0,1,0,0,0,0,0
1994-10-04,Group A,G,,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1994-10-26,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1994-11-09,3rd Round Replay,3,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
1994-11-15,Group A,G,,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
1995-01-07,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1995-01-18,3rd Round Replay,3,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
1995-01-29,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1995-05-14,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,1
1995-05-17,Semi-Final 2nd Leg,SF,,2.0,agg,L,L,1-3,1.0,3.0,,,,,,,90,Lost 1-3 on agg,0,0,1,0,0,0,0,1
1995-09-19,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1995-10-04,2nd Round 2nd Leg,2,,2.0,agg,W,W,4-1,4.0,1.0,,,,,,,90,Won 4-1 on agg,0,0,1,0,0,0,0,0
1995-10-24,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1995-11-08,3rd Round Replay,3,,,,,,,,,,,,,,,120,,0,0,0,1,1,0,0,0
1996-01-06,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1996-08-21,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1996-09-03,1st Round 2nd Leg,1,,2.0,agg,W,W,3-1,3.0,1.0,,,,,,,90,Won 3-1 on agg,0,0,1,0,0,0,0,0
1996-09-17,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1996-09-24,2nd Round 2nd Leg,2,,2.0,agg,L,L,2-3,2.0,3.0,,,,,,,90,Lost 2-3 on agg,0,0,1,0,0,0,0,0
1997-01-14,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1997-08-12,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1997-08-26,1st Round 2nd Leg,1,,2.0,agg,W,W,4-3,4.0,3.0,,,,,,,90,Won 4-3 on agg,0,0,1,0,0,0,0,0
1997-09-16,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1997-09-23,2nd Round 2nd Leg,2,,2.0,agg,W,W,2-1,2.0,1.0,,,,,,,90,Won 2-1 on agg,0,0,1,0,0,0,0,0
1997-10-14,3rd Round,3,,,pens,L,,,,,,,L,5-6,5.0,6.0,120,Lost 5-6 on pens,0,0,0,0,1,0,1,0
1998-01-13,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1998-01-24,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1998-02-14,5th Round,5,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1998-08-11,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1998-08-18,1st Round 2nd Leg,1,,2.0,agg,W,W,4,4.0,0.0,,,,,,,90,Won 4-0 on agg,0,0,1,0,0,0,0,0
1998-09-15,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1998-09-22,2nd Round 2nd Leg,2,,2.0,agg,W,W,4-3,4.0,3.0,,,,,,,90,Won 4-3 on agg,0,0,1,0,0,0,0,0
1998-10-27,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1999-01-02,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1999-08-10,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1999-08-24,1st Round 2nd Leg,1,,2.0,agg,W,W,4-3,4.0,3.0,,,,,,,90,Won 4-3 on agg,0,0,1,0,0,0,0,0
1999-09-14,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
1999-09-22,2nd Round 2nd Leg,2,,2.0,agg,W,W,6-4,6.0,4.0,,,,,,,90,Won 4-6 on agg,0,0,1,0,0,0,0,0
1999-10-12,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1999-11-30,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1999-12-11,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
1999-12-14,Quarter-Final,QF,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2000-01-08,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2000-01-12,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
2000-01-26,Semi-Final 2nd Leg,SF,,2.0,agg,W,W,4,4.0,0.0,,,,,,,90,Won 4-0 on agg,0,0,1,0,0,0,0,0
2000-01-29,5th Round,5,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2000-02-20,Quarter-Final,QF,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2000-02-27,Final,F,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2000-08-22,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
2000-09-06,1st Round 2nd Leg,1,,2.0,agg,W,W,5-1,5.0,1.0,,,,,,,90,Won 5-1 on agg,0,0,1,0,0,0,0,0
2000-09-19,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
2000-09-26,2nd Round 2nd Leg,2,,2.0,agg,W,W,2-1,2.0,1.0,,,,,,,90,Won 2-1 on agg,0,0,1,0,0,0,0,0
2000-10-31,3rd Round,3,,,,,,,,,,,,,,,120,,0,0,0,0,1,0,0,0
2000-11-28,4th Round,4,,,pens,L,,,,,,,L,5-6,5.0,6.0,120,Lost 5-6 on pens,0,0,0,0,1,0,1,0
2001-01-06,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-01-27,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-02-17,5th Round,5,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-02-20,5th Round Replay,5,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2001-03-11,Quarter-Final,QF,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2001-08-21,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-09-11,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-10-09,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-10-30,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-11-17,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-12-08,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-01-08,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-01-27,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-02-17,5th Round,5,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-09-10,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-10-02,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-10-22,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-11-12,2nd Round - Northern Section,2,Northern,,golden_goal,W,,,,,W,,,,,,116,Won on golden goal,0,0,0,0,1,1,0,0
2002-11-16,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-11-26,1st Round Replay,1,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2002-12-10,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2003-08-12,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2003-09-23,2nd Round,2,,,pens,L,,,,,,,L,1-4,1.0,4.0,120,Lost 1-4 on pens,0,0,0,0,1,0,1,0
2003-10-14,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2003-11-08,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2003-12-06,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-01-03,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-01-13,3rd Round Replay,3,,,,,,,,,,,,,,,120,,0,0,0,1,1,0,0,0
2004-01-24,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-02-14,5th Round,5,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-03-07,Quarter-Final,QF,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2004-03-16,Quarter-Final Replay,QF,,,,,,,,,,,,,,,90,,1,0,0,1,0,0,0,0
2004-08-24,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-09-21,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-11-02,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-11-13,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-11-30,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2005-01-25,Semi-Final - Northern Section,SF,Northern,,pens,L,,,,,,,L,4-5,4.0,5.0,120,Lost 4-5 on pens,0,0,0,0,1,0,1,0
2005-05-13,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,1
2005-05-17,Semi-Final 2nd Leg,SF,,2.0,pens,L,D,2-2,2.0,2.0,,,L,5-6,5.0,6.0,120,2-2 on agg. Lost5-6 on pens,0,0,1,0,1,0,1,1
2005-08-23,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2005-10-18,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2005-11-06,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2005-11-22,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2005-12-20,Quarter-Final - Northern Section,QF,Northern,,pens,L,,,,,,,L,10-11,10.0,11.0,120,Lost 10-11 on pens,1,0,0,0,1,0,1,0
2006-08-22,1st Round,1,,,,,,,,,,,,,,,120,,0,0,0,0,1,0,0,0
2006-10-17,,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2006-10-31,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2006-11-11,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2006-12-02,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2007-08-14,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2007-09-04,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2007-11-10,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2007-12-01,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-01-05,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-01-16,3rd Round Replay,3,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2008-08-12,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-09-02,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-10-06,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-11-04,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2008-11-08,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-11-13,1st Round Replay,1,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2008-11-29,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-12-09,2nd Round Replay,2,,,,,,,,,,,,,,,120,,0,0,0,1,1,0,0,0
2008-12-16,Semi-Final - Northern Section,SF,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-08-11,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-08-25,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-10-06,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-11-07,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-11-17,1st Round Replay,1,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2009-11-28,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-12-08,2nd Round Replay,2,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2010-01-03,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2010-08-10,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2010-08-24,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2010-08-31,1st Round - Northern Section,1,Northern,,pens,L,,,,,,,L,3-5,3.0,5.0,90,Lost 3-5 on pens,0,0,0,0,0,0,1,0
2010-10-26,2nd Round - Northern Section,2,Northern,,pens,W,,,,,,,W,4-3,4.0,3.0,90,Won 4-3 on pens,0,0,0,0,0,0,1,0
2010-11-06,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2010-11-09,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2010-12-14,Semi-Final - Northern Section,SF,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2011-08-09,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2011-08-30,1st Round - Northern Section,1,Northern,,pens,W,,,,,,,W,4-2,4.0,2.0,90,Won 4-2 on pens,0,0,0,0,0,0,1,0
2011-10-12,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2011-11-09,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2011-11-12,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2012-08-14,1st Round,1,,,,,,,,,,,,,,,120,,0,0,0,0,1,0,0,0
2012-08-28,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2012-09-04,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2012-11-13,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2012-12-01,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2013-01-05,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2013-08-06,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2013-08-27,2nd Round,2,,,pens,W,,,,,,,W,4-2,4.0,2.0,120,Won 4-2 on pens,0,0,0,0,1,0,1,0
2013-09-03,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
