game_date,player_id,player_name,card_type,card_min
1999-01-08,IronsKenny19701104,Kenny Irons,yellow,
1999-01-16,MahonAlan19780404,Alan Mahon,yellow,
1999-01-16,ThompsonAndy19671109,Andy Thompson,yellow,
1999-01-16,ThompsonAndy19671109,Andy Thompson,red,86
1999-01-16,ChallinorDave19751002,Dave Challinor,yellow,
1999-01-16,McGrealJohn19720602,John McGreal,yellow,
1999-01-30,SantosGeorges19700815,Georges Santos,yellow,
1999-01-30,OBrienLiam19640905,Liam O'Brien,yellow,
1999-02-13,SantosGeorges19700815,Georges Santos,yellow,
1999-02-20,ChallinorDave19751002,Dave Challinor,yellow,
1999-02-20,SantosGeorges19700815,Georges Santos,yellow,
1999-02-27,JonesGary19750510,Gary Jones,yellow,
1999-03-03,ParkinsonAndy19790527,Andy Parkinson,yellow,
1999-03-03,ThompsonAndy19671109,Andy Thompson,yellow,
1999-03-03,HillClint19781019,Clint Hill,yellow,
1999-03-03,AllenGraham19770408,Graham Allen,yellow,
1999-03-06,AllenGraham19770408,Graham Allen,yellow,
1999-03-06,OBrienLiam19640905,Liam O'Brien,yellow,
1999-03-06,TaylorScott19760505,Scott Taylor,yellow,
1999-03-09,ParkinsonAndy19790527,Andy Parkinson,yellow,
1999-03-09,ThompsonAndy19671109,Andy Thompson,yellow,
1999-03-13,MahonAlan19780404,Alan Mahon,yellow,
1999-03-20,OBrienLiam19640905,Liam O'Brien,yellow,
1999-03-26,SantosGeorges19700815,Georges Santos,yellow,
1999-04-03,ThompsonAndy19671109,Andy Thompson,yellow,
1999-04-03,ChallinorDave19751002,Dave Challinor,yellow,
1999-04-03,AchterbergJohn19710708,John Achterberg,yellow,
1999-04-03,IronsKenny19701104,Kenny Irons,yellow,
1999-04-10,HillClint19781019,Clint Hill,yellow,
1999-04-10,HillClint19781019,Clint Hill,red,45
1999-04-10,IronsKenny19701104,Kenny Irons,yellow,
1999-04-17,SantosGeorges19700815,Georges Santos,yellow,
1999-05-01,MahonAlan19780404,Alan Mahon,yellow,
1999-05-09,SantosGeorges19700815,Georges Santos,yellow,
1999-05-09,AllenGraham19770408,Graham Allen,yellow,
1999-08-07,SantosGeorges19700815,Georges Santos,yellow,
1999-08-07,HenryNick19690221,Nick Henry,yellow,
1999-08-14,ParkinsonAndy19790527,Andy Parkinson,yellow,
1999-08-14,RobertsGareth19780206,Gareth Roberts,yellow,
1999-08-21,ThompsonAndy19671109,Andy Thompson,yellow,
1999-08-21,ThompsonAndy19671109,Andy Thompson,red,74
1999-08-21,KellyDavid19651125,David Kelly,yellow,
1999-08-21,AllenGraham19770408,Graham Allen,yellow,
1999-08-21,KoumasJason19790925,Jason Koumas,yellow,
1999-08-21,AchterbergJohn19710708,John Achterberg,yellow,
1999-08-24,KoumasJason19790925,Jason Koumas,yellow,
1999-08-28,MahonAlan19780404,Alan Mahon,yellow,
1999-08-28,HillClint19781019,Clint Hill,yellow,
1999-08-28,HillClint19781019,Clint Hill,red,45
1999-08-28,SantosGeorges19700815,Georges Santos,yellow,
1999-08-30,HillClint19781019,Clint Hill,yellow,
1999-08-30,KellyDavid19651125,David Kelly,yellow,
1999-08-30,SantosGeorges19700815,Georges Santos,red,24
1999-09-11,SantosGeorges19700815,Georges Santos,yellow,
1999-09-11,GrantTony19741114,Tony Grant,yellow,
1999-09-14,MorganAlan19731102,Alan Morgan,yellow,
1999-09-14,KellyDavid19651125,David Kelly,yellow,
1999-09-22,ChallinorDave19751002,Dave Challinor,yellow,
1999-09-22,RobertsGareth19780206,Gareth Roberts,yellow,
1999-09-22,AllenGraham19770408,Graham Allen,yellow,
1999-09-22,TaylorScott19760505,Scott Taylor,yellow,
1999-09-25,HillClint19781019,Clint Hill,yellow,
1999-09-25,AllenGraham19770408,Graham Allen,yellow,
1999-09-25,AchterbergJohn19710708,John Achterberg,yellow,
1999-10-09,ParkinsonAndy19790527,Andy Parkinson,yellow,
1999-10-09,HenryNick19690221,Nick Henry,yellow,
1999-10-16,ChallinorDave19751002,Dave Challinor,yellow,
1999-10-16,MurphyJoe19810821,Joe Murphy,yellow,
1999-10-23,ChallinorDave19751002,Dave Challinor,yellow,
1999-10-23,RobertsGareth19780206,Gareth Roberts,yellow,
1999-10-23,JonesLee19730529,Lee Jones,yellow,
1999-10-26,ChallinorDave19751002,Dave Challinor,yellow,
1999-10-26,HenryNick19690221,Nick Henry,yellow,
1999-11-12,HenryNick19690221,Nick Henry,yellow,
1999-11-12,AllisonWayne19681016,Wayne Allison,yellow,
1999-11-20,TaylorScott19760505,Scott Taylor,yellow,
1999-11-23,HillClint19781019,Clint Hill,red,16
1999-11-23,ChallinorDave19751002,Dave Challinor,yellow,
1999-11-23,RobertsGareth19780206,Gareth Roberts,yellow,
1999-11-23,HazellReuben19790424,Reuben Hazell,yellow,
1999-11-27,MorganAlan19731102,Alan Morgan,yellow,
1999-11-27,AllenGraham19770408,Graham Allen,red,35
1999-12-04,RobertsGareth19780206,Gareth Roberts,yellow,
1999-12-04,RobertsGareth19780206,Gareth Roberts,red,72
1999-12-04,HazellReuben19790424,Reuben Hazell,yellow,
1999-12-14,MorganAlan19731102,Alan Morgan,yellow,
1999-12-14,KellyDavid19651125,David Kelly,yellow,
1999-12-17,JonesGary19750510,Gary Jones,yellow,
1999-12-17,HazellReuben19790424,Reuben Hazell,yellow,
1999-12-26,KoumasJason19790925,Jason Koumas,yellow,
1999-12-26,HenryNick19690221,Nick Henry,yellow,
1999-12-28,HazellReuben19790424,Reuben Hazell,yellow,
2000-01-03,MorganAlan19731102,Alan Morgan,yellow,
2000-01-03,HillClint19781019,Clint Hill,yellow,
2000-01-03,ChallinorDave19751002,Dave Challinor,yellow,
2000-01-03,RobertsGareth19780206,Gareth Roberts,red,86
2000-01-08,HillClint19781019,Clint Hill,yellow,
2000-01-08,HillClint19781019,Clint Hill,red,90
2000-01-08,RobertsGareth19780206,Gareth Roberts,yellow,
2000-01-08,JonesGary19750510,Gary Jones,yellow,
2000-01-08,HenryNick19690221,Nick Henry,yellow,
2000-01-12,MorganAlan19731102,Alan Morgan,yellow,
2000-01-12,YatesSteve19700129,Steve Yates,yellow,
2000-01-22,AllenGraham19770408,Graham Allen,yellow,
2000-01-26,ThompsonAndy19671109,Andy Thompson,yellow,
2000-01-29,ThompsonAndy19671109,Andy Thompson,yellow,
2000-01-29,KellyDavid19651125,David Kelly,yellow,
2000-01-29,JonesGary19750510,Gary Jones,yellow,
2000-01-29,HenryNick19690221,Nick Henry,yellow,
2000-01-29,BabbPhil19701130,Phil Babb,yellow,
2000-02-05,MahonAlan19780404,Alan Mahon,yellow,
2000-02-05,HenryNick19690221,Nick Henry,yellow,
2000-02-11,MorganAlan19731102,Alan Morgan,yellow,
2000-02-20,ChallinorDave19751002,Dave Challinor,yellow,
2000-02-27,HillClint19781019,Clint Hill,yellow,
2000-02-27,HillClint19781019,Clint Hill,red,63
2000-02-27,ChallinorDave19751002,Dave Challinor,yellow,
2000-03-01,KoumasJason19790925,Jason Koumas,yellow,
2000-03-01,TaylorScott19760505,Scott Taylor,yellow,
2000-03-04,MorganAlan19731102,Alan Morgan,yellow,
2000-03-07,MahonAlan19780404,Alan Mahon,yellow,
2000-03-07,JonesGary19750510,Gary Jones,yellow,
2000-03-07,AllisonWayne19681016,Wayne Allison,yellow,
2000-03-11,KoumasJason19790925,Jason Koumas,yellow,
2000-03-18,JonesGary19750510,Gary Jones,yellow,
2000-03-18,HenryNick19690221,Nick Henry,yellow,
2000-03-18,HindsRichard19800822,Richard Hinds,yellow,
2000-03-22,YatesSteve19700129,Steve Yates,yellow,
2000-03-25,MurphyJoe19810821,Joe Murphy,yellow,
2000-04-01,MorganAlan19731102,Alan Morgan,yellow,
2000-04-01,JonesGary19750510,Gary Jones,yellow,
2000-04-01,AllenGraham19770408,Graham Allen,yellow,
2000-04-09,ChallinorDave19751002,Dave Challinor,yellow,
2000-04-09,RobertsGareth19780206,Gareth Roberts,yellow,
2000-04-15,ChallinorDave19751002,Dave Challinor,yellow,
2000-04-15,JonesGary19750510,Gary Jones,yellow,
2000-04-15,AldridgePaul19811202,Paul Aldridge,yellow,
2000-04-18,RobertsGareth19780206,Gareth Roberts,yellow,
2000-04-22,HillClint19781019,Clint Hill,yellow,
2000-04-22,HindsRichard19800822,Richard Hinds,yellow,
2000-04-29,MahonAlan19780404,Alan Mahon,yellow,
2000-04-29,HillClint19781019,Clint Hill,yellow,
2000-08-12,FlynnSean19680313,Sean Flynn,yellow,
2000-08-12,FlynnSean19680313,Sean Flynn,red,58
2000-08-19,HillClint19781019,Clint Hill,yellow,
2000-08-19,HenryNick19690221,Nick Henry,yellow,
2000-08-19,RideoutPaul19640814,Paul Rideout,yellow,
2000-08-26,RobertsGareth19780206,Gareth Roberts,yellow,
2000-08-26,HenryNick19690221,Nick Henry,yellow,
2000-08-26,TaylorScott19760505,Scott Taylor,yellow,
2000-08-26,GillWayne19751128,Wayne Gill,yellow,
2000-08-28,HillClint19781019,Clint Hill,yellow,
2000-08-28,RobertsGareth19780206,Gareth Roberts,red,89
2000-09-01,HenryNick19690221,Nick Henry,yellow,
2000-09-06,HindsRichard19800822,Richard Hinds,yellow,
2000-09-06,GillWayne19751128,Wayne Gill,yellow,
2000-09-09,HillClint19781019,Clint Hill,yellow,
2000-09-09,HenryNick19690221,Nick Henry,yellow,
2000-09-12,HazellReuben19790424,Reuben Hazell,red,45
2000-09-12,FlynnSean19680313,Sean Flynn,yellow,
2000-09-16,HindsRichard19800822,Richard Hinds,yellow,
2000-09-19,GillWayne19751128,Wayne Gill,yellow,
2000-09-23,ParkinsonAndy19790527,Andy Parkinson,yellow,
2000-09-23,HillClint19781019,Clint Hill,yellow,
2000-10-06,HillClint19781019,Clint Hill,yellow,
2000-10-14,HillClint19781019,Clint Hill,yellow,
2000-10-14,ChallinorDave19751002,Dave Challinor,yellow,
2000-10-14,HindsRichard19800822,Richard Hinds,yellow,
2000-10-17,HillClint19781019,Clint Hill,yellow,
2000-10-25,YatesSteve19700129,Steve Yates,yellow,
2000-10-28,TaylorScott19760505,Scott Taylor,yellow,
2000-10-31,HindsRichard19800822,Richard Hinds,yellow,
2000-11-04,RobertsGareth19780206,Gareth Roberts,yellow,
2000-11-11,HillClint19781019,Clint Hill,yellow,
2000-11-18,HillClint19781019,Clint Hill,yellow,
2000-11-18,AllisonWayne19681016,Wayne Allison,yellow,
2000-11-25,HillClint19781019,Clint Hill,yellow,
2000-11-25,HindsRichard19800822,Richard Hinds,yellow,
2000-11-25,TaylorScott19760505,Scott Taylor,yellow,
2000-11-28,RobertsGareth19780206,Gareth Roberts,yellow,
2000-11-28,HazellReuben19790424,Reuben Hazell,yellow,
2000-12-02,RobertsGareth19780206,Gareth Roberts,yellow,
2000-12-02,KoumasJason19790925,Jason Koumas,yellow,
2000-12-16,RobertsGareth19780206,Gareth Roberts,yellow,
2000-12-16,AllenGraham19770408,Graham Allen,yellow,
2000-12-16,HazellReuben19790424,Reuben Hazell,yellow,
2000-12-16,HindsRichard19800822,Richard Hinds,yellow,
2000-12-16,YatesSteve19700129,Steve Yates,yellow,
2000-12-23,RobertsGareth19780206,Gareth Roberts,yellow,
2000-12-23,KoumasJason19790925,Jason Koumas,yellow,
2000-12-26,YatesSteve19700129,Steve Yates,yellow,
2001-01-01,HillClint19781019,Clint Hill,yellow,
2001-01-01,AllenGraham19770408,Graham Allen,yellow,
2001-01-01,KoumasJason19790925,Jason Koumas,yellow,
2001-01-01,AchterbergJohn19710708,John Achterberg,yellow,
2001-01-01,FlynnSean19680313,Sean Flynn,yellow,
2001-01-06,RobertsGareth19780206,Gareth Roberts,yellow,
2001-01-06,RobertsGareth19780206,Gareth Roberts,red,71
2001-01-06,AllenGraham19770408,Graham Allen,yellow,
2001-01-06,HindsRichard19800822,Richard Hinds,yellow,
2001-01-06,JobsonRichard19630509,Richard Jobson,yellow,
2001-01-06,FlynnSean19680313,Sean Flynn,yellow,
2001-01-06,GillWayne19751128,Wayne Gill,yellow,
2001-01-13,AchterbergJohn19710708,John Achterberg,yellow,
2001-01-27,AllenGraham19770408,Graham Allen,yellow,
2001-02-03,HillClint19781019,Clint Hill,yellow,
2001-02-03,AllenGraham19770408,Graham Allen,yellow,
2001-02-10,HillClint19781019,Clint Hill,yellow,
2001-02-13,HillClint19781019,Clint Hill,yellow,
2001-02-13,HamiltonDes19760815,Des Hamilton,yellow,
2001-02-13,AllenGraham19770408,Graham Allen,yellow,
2001-02-17,BarlowStuart19680716,Stuart Barlow,yellow,
2001-02-20,BarlowStuart19680716,Stuart Barlow,yellow,
2001-03-06,KoumasJason19790925,Jason Koumas,yellow,
2001-03-06,MellonMicky19720318,Micky Mellon,yellow,
2001-03-06,HenryNick19690221,Nick Henry,yellow,
2001-03-06,JobsonRichard19630509,Richard Jobson,yellow,
2001-03-06,BarlowStuart19680716,Stuart Barlow,yellow,
2001-03-11,RobertsGareth19780206,Gareth Roberts,yellow,
2001-03-11,AllenGraham19770408,Graham Allen,yellow,
2001-03-11,HenryNick19690221,Nick Henry,yellow,
2001-03-14,MellonMicky19720318,Micky Mellon,yellow,
2001-03-17,HenryNick19690221,Nick Henry,yellow,
2001-03-17,YatesSteve19700129,Steve Yates,yellow,
2001-03-25,KennaJeff19700827,Jeff Kenna,yellow,
2001-03-25,MellonMicky19720318,Micky Mellon,yellow,
2001-03-25,MellonMicky19720318,Micky Mellon,red,90
2001-03-25,FlynnSean19680313,Sean Flynn,yellow,
2001-04-07,MellonMicky19720318,Micky Mellon,yellow,
2001-04-07,BarlowStuart19680716,Stuart Barlow,yellow,
2001-04-10,JobsonRichard19630509,Richard Jobson,yellow,
2001-04-14,AllenGraham19770408,Graham Allen,yellow,
2001-04-14,NDiayeSeyni19730601,Seyni N'Diaye,yellow,
2001-04-14,OsbornSimon19720119,Simon Osborn,yellow,
2001-04-16,KennaJeff19700827,Jeff Kenna,yellow,
2001-04-16,JobsonRichard19630509,Richard Jobson,yellow,
2001-04-21,RobertsGareth19780206,Gareth Roberts,yellow,
2001-04-24,RobertsGareth19780206,Gareth Roberts,yellow,
2001-04-24,KoumasJason19790925,Jason Koumas,yellow,
2001-04-24,KoumasJason19790925,Jason Koumas,red,89
2001-04-24,OsbornSimon19720119,Simon Osborn,yellow,
2001-04-28,KennaJeff19700827,Jeff Kenna,yellow,
2001-05-06,MorganAlan19731102,Alan Morgan,yellow,
2001-08-11,ChallinorDave19751002,Dave Challinor,yellow,
2001-08-11,HenryNick19690221,Nick Henry,yellow,
2001-08-11,HazellReuben19790424,Reuben Hazell,yellow,
2001-08-11,NDiayeSeyni19730601,Seyni N'Diaye,red,45
2001-08-18,HazellReuben19790424,Reuben Hazell,red,87
2001-08-25,HenryNick19690221,Nick Henry,yellow,
2001-08-25,FlynnSean19680313,Sean Flynn,yellow,
2001-08-25,AllisonWayne19681016,Wayne Allison,yellow,
2001-08-27,KoumasJason19790925,Jason Koumas,yellow,
2001-08-27,MellonMicky19720318,Micky Mellon,yellow,
2001-08-27,YatesSteve19700129,Steve Yates,yellow,
2001-08-27,BarlowStuart19680716,Stuart Barlow,yellow,
2001-09-01,ChallinorDave19751002,Dave Challinor,yellow,
2001-09-01,MellonMicky19720318,Micky Mellon,yellow,
2001-09-01,HazellReuben19790424,Reuben Hazell,yellow,
2001-09-01,ThorntonSean19830518,Sean Thornton,yellow,
2001-09-01,YatesSteve19700129,Steve Yates,yellow,
2001-09-11,KoumasJason19790925,Jason Koumas,yellow,
2001-09-11,MellonMicky19720318,Micky Mellon,yellow,
2001-09-15,AllenGraham19770408,Graham Allen,yellow,
2001-09-15,AllenGraham19770408,Graham Allen,red,90
2001-09-15,MellonMicky19720318,Micky Mellon,yellow,
2001-09-18,AllenGraham19770408,Graham Allen,yellow,
2001-09-18,HazellReuben19790424,Reuben Hazell,yellow,
2001-09-18,AllisonWayne19681016,Wayne Allison,yellow,
2001-09-21,SharpsIan19801023,Ian Sharps,yellow,
2001-09-29,HenryNick19690221,Nick Henry,yellow,
2001-10-04,AllenGraham19770408,Graham Allen,yellow,
2001-10-04,SharpsIan19801023,Ian Sharps,yellow,
2001-10-09,SharpsIan19801023,Ian Sharps,yellow,
2001-10-09,MellonMicky19720318,Micky Mellon,yellow,
2001-10-09,MellonMicky19720318,Micky Mellon,red,33
2001-10-09,HenryNick19690221,Nick Henry,yellow,
2001-10-13,SharpsIan19801023,Ian Sharps,yellow,
2001-10-13,KoumasJason19790925,Jason Koumas,yellow,
2001-10-20,YatesSteve19700129,Steve Yates,yellow,
2001-10-27,RobertsGareth19780206,Gareth Roberts,yellow,
2001-10-27,AllenGraham19770408,Graham Allen,yellow,
2001-10-27,RideoutPaul19640814,Paul Rideout,yellow,
2001-10-30,MellonMicky19720318,Micky Mellon,yellow,
2001-11-03,KoumasJason19790925,Jason Koumas,yellow,
2001-11-10,HenryNick19690221,Nick Henry,yellow,
2001-11-17,RobertsGareth19780206,Gareth Roberts,yellow,
2001-11-20,PriceJason19770412,Jason Price,yellow,
2001-11-20,FlynnSean19680313,Sean Flynn,yellow,
2001-11-20,NDiayeSeyni19730601,Seyni N'Diaye,red,22
2001-11-24,YatesSteve19700129,Steve Yates,yellow,
2001-12-01,AllenGraham19770408,Graham Allen,yellow,
2001-12-01,PriceJason19770412,Jason Price,yellow,
2001-12-08,HillClint19781019,Clint Hill,yellow,
2001-12-08,RobertsGareth19780206,Gareth Roberts,yellow,
2001-12-08,ThorntonSean19830518,Sean Thornton,yellow,
2001-12-15,KoumasJason19790925,Jason Koumas,yellow,
2001-12-15,PriceJason19770412,Jason Price,yellow,
2001-12-26,HillClint19781019,Clint Hill,yellow,
2001-12-26,RobertsGareth19780206,Gareth Roberts,yellow,
2001-12-26,PriceJason19770412,Jason Price,yellow,
2001-12-26,HenryNick19690221,Nick Henry,yellow,
2001-12-29,AllenGraham19770408,Graham Allen,yellow,
2002-01-08,FlynnSean19680313,Sean Flynn,yellow,
2002-01-12,AllenGraham19770408,Graham Allen,red,53
2002-01-19,MellonMicky19720318,Micky Mellon,yellow,
2002-01-19,FlynnSean19680313,Sean Flynn,yellow,
2002-01-27,AchterbergJohn19710708,John Achterberg,yellow,
2002-02-02,RobertsGareth19780206,Gareth Roberts,yellow,
2002-02-02,HenryNick19690221,Nick Henry,yellow,
2002-02-02,YatesSteve19700129,Steve Yates,yellow,
2002-02-05,NavarroAlan19810531,Alan Navarro,yellow,
2002-02-05,SharpsIan19801023,Ian Sharps,yellow,
2002-02-09,KoumasJason19790925,Jason Koumas,yellow,
2002-02-09,MellonMicky19720318,Micky Mellon,yellow,
2002-02-09,BarlowStuart19680716,Stuart Barlow,yellow,
2002-02-12,BarlowStuart19680716,Stuart Barlow,yellow,
2002-02-17,SharpsIan19801023,Ian Sharps,yellow,
2002-02-22,HenryNick19690221,Nick Henry,yellow,
2002-02-26,HillClint19781019,Clint Hill,yellow,
2002-03-02,HillClint19781019,Clint Hill,red,15
2002-03-02,KoumasJason19790925,Jason Koumas,yellow,
2002-03-02,PriceJason19770412,Jason Price,yellow,
2002-03-02,HaworthSimon19770330,Simon Haworth,yellow,
2002-03-02,BarlowStuart19680716,Stuart Barlow,yellow,
2002-03-09,AllenGraham19770408,Graham Allen,yellow,
2002-03-09,ThorntonSean19830518,Sean Thornton,yellow,
2002-03-12,HillClint19781019,Clint Hill,yellow,
2002-03-12,RobertsGareth19780206,Gareth Roberts,yellow,
2002-03-16,KoumasJason19790925,Jason Koumas,yellow,
2002-03-16,YatesSteve19700129,Steve Yates,yellow,
2002-03-19,MorganAlan19731102,Alan Morgan,yellow,
2002-03-19,AllenGraham19770408,Graham Allen,yellow,
2002-03-19,KoumasJason19790925,Jason Koumas,yellow,
2002-03-23,HaworthSimon19770330,Simon Haworth,yellow,
2002-03-30,ThorntonSean19830518,Sean Thornton,yellow,
2002-04-01,NavarroAlan19810531,Alan Navarro,yellow,
2002-04-01,HillClint19781019,Clint Hill,yellow,
2002-04-01,ThorntonSean19830518,Sean Thornton,yellow,
2002-04-07,HillClint19781019,Clint Hill,yellow,
2002-04-07,PriceJason19770412,Jason Price,yellow,
2002-04-07,BarlowStuart19680716,Stuart Barlow,yellow,
2002-04-13,ThorntonSean19830518,Sean Thornton,yellow,
2002-04-13,HaworthSimon19770330,Simon Haworth,yellow,
2002-04-20,BarlowStuart19680716,Stuart Barlow,yellow,
2002-08-17,NicholsonShane19700603,Shane Nicholson,yellow,
2002-08-24,NavarroAlan19810531,Alan Navarro,yellow,
2002-08-26,GrayKevin19720107,Kevin Gray,yellow,
2002-08-26,MellonMicky19720318,Micky Mellon,yellow,
2002-08-31,JonesGary19750510,Gary Jones,yellow,
2002-08-31,AllenGraham19770408,Graham Allen,yellow,
2002-09-07,RobertsGareth19780206,Gareth Roberts,yellow,
2002-09-07,JonesGary19750510,Gary Jones,yellow,
2002-09-07,MellonMicky19720318,Micky Mellon,yellow,
2002-09-07,HindsRichard19800822,Richard Hinds,yellow,
2002-09-10,JonesGary19750510,Gary Jones,yellow,
2002-09-10,GrayKevin19720107,Kevin Gray,yellow,
2002-09-10,HaworthSimon19770330,Simon Haworth,yellow,
2002-09-14,RobertsGareth19780206,Gareth Roberts,yellow,
2002-09-14,SharpsIan19801023,Ian Sharps,yellow,
2002-09-17,HumeIain19831030,Iain Hume,yellow,
2002-09-17,HaworthSimon19770330,Simon Haworth,yellow,
2002-09-17,HaworthSimon19770330,Simon Haworth,red,77
2002-09-21,TaylorRyan19840819,Ryan Taylor,yellow,
2002-09-28,EdwardsChristian19751123,Christian Edwards,yellow,
2002-10-02,RobertsGareth19780206,Gareth Roberts,yellow,
2002-10-02,JonesGary19750510,Gary Jones,yellow,
2002-10-02,TaylorRyan19840819,Ryan Taylor,yellow,
2002-10-05,AllenGraham19770408,Graham Allen,yellow,
2002-10-05,HaworthSimon19770330,Simon Haworth,red,66
2002-10-12,HayAlex19811014,Alex Hay,yellow,
2002-10-12,EdwardsChristian19751123,Christian Edwards,yellow,
2002-10-12,JonesGary19750510,Gary Jones,yellow,
2002-10-22,RobertsGareth19780206,Gareth Roberts,yellow,
2002-10-26,EdwardsChristian19751123,Christian Edwards,yellow,
2002-10-29,HarrisonDanny19821104,Danny Harrison,yellow,
2002-10-29,AllenGraham19770408,Graham Allen,yellow,
2002-10-29,AllenGraham19770408,Graham Allen,red,83
2002-10-29,TaylorRyan19840819,Ryan Taylor,yellow,
2002-10-29,NicholsonShane19700603,Shane Nicholson,yellow,
2002-11-02,ProudlockAdam19810509,Adam Proudlock,yellow,
2002-11-02,HaworthSimon19770330,Simon Haworth,yellow,
2002-11-09,EdwardsChristian19751123,Christian Edwards,yellow,
2002-11-09,MellonMicky19720318,Micky Mellon,yellow,
2002-11-12,GrayKevin19720107,Kevin Gray,yellow,
2002-11-16,GrayKevin19720107,Kevin Gray,yellow,
2002-11-16,MellonMicky19720318,Micky Mellon,yellow,
2002-11-16,ConnellySean19700626,Sean Connelly,yellow,
2002-11-26,EdwardsChristian19751123,Christian Edwards,yellow,
2002-11-26,AllenGraham19770408,Graham Allen,yellow,
2002-11-26,AchterbergJohn19710708,John Achterberg,red,72
2002-11-26,TaylorRyan19840819,Ryan Taylor,yellow,
2002-11-30,RobertsGareth19780206,Gareth Roberts,yellow,
2002-11-30,GrayKevin19720107,Kevin Gray,yellow,
2002-11-30,NicholsonShane19700603,Shane Nicholson,yellow,
2002-12-10,ConnellySean19700626,Sean Connelly,yellow,
2002-12-14,AllenGraham19770408,Graham Allen,yellow,
2002-12-14,MellonMicky19720318,Micky Mellon,yellow,
2002-12-21,AllenGraham19770408,Graham Allen,red,87
2002-12-21,MellonMicky19720318,Micky Mellon,yellow,
2002-12-21,TaylorRyan19840819,Ryan Taylor,red,45
2002-12-21,ConnellySean19700626,Sean Connelly,yellow,
2002-12-28,MellonMicky19720318,Micky Mellon,yellow,
2002-12-28,NicholsonShane19700603,Shane Nicholson,yellow,
2002-12-28,HaworthSimon19770330,Simon Haworth,yellow,
2003-01-01,RobertsGareth19780206,Gareth Roberts,yellow,
2003-01-01,JonesGary19750510,Gary Jones,yellow,
2003-01-01,JacksonMike19731204,Mike Jackson,yellow,
2003-01-25,HindsRichard19800822,Richard Hinds,yellow,
2003-02-01,JonesGary19750510,Gary Jones,yellow,
2003-02-04,RobertsGareth19780206,Gareth Roberts,yellow,
2003-02-15,RobertsGareth19780206,Gareth Roberts,yellow,
2003-02-15,TaylorRyan19840819,Ryan Taylor,yellow,
2003-02-22,JonesGary19750510,Gary Jones,yellow,
2003-03-01,JonesGary19750510,Gary Jones,yellow,
2003-03-04,AllenGraham19770408,Graham Allen,yellow,
2003-03-08,HumeIain19831030,Iain Hume,yellow,
2003-03-08,BarlowStuart19680716,Stuart Barlow,yellow,
2003-03-18,SharpsIan19801023,Ian Sharps,yellow,
2003-03-18,LoranTyrone19810629,Tyrone Loran,yellow,
2003-04-05,NicholsonShane19700603,Shane Nicholson,yellow,
2003-04-12,JonesGary19750510,Gary Jones,yellow,
2003-04-12,ConnellySean19700626,Sean Connelly,yellow,
2003-04-19,HaworthSimon19770330,Simon Haworth,yellow,
2003-04-21,RobertsGareth19780206,Gareth Roberts,yellow,
2003-05-03,RobertsGareth19780206,Gareth Roberts,yellow,
2003-05-03,JonesGary19750510,Gary Jones,yellow,
2003-05-03,LoranTyrone19810629,Tyrone Loran,yellow,
2003-08-09,AchterbergJohn19710708,John Achterberg,yellow,
2003-08-09,NicholsonShane19700603,Shane Nicholson,yellow,
2003-08-16,RobertsGareth19780206,Gareth Roberts,yellow,
2003-08-23,RobertsGareth19780206,Gareth Roberts,yellow,
2003-08-23,SharpsIan19801023,Ian Sharps,yellow,
2003-08-30,DadiEugene19730820,Eugene Dadi,red,81
2003-08-30,RobertsGareth19780206,Gareth Roberts,yellow,
2003-08-30,ConnellySean19700626,Sean Connelly,yellow,
2003-09-06,DadiEugene19730820,Eugene Dadi,yellow,
2003-09-13,RobertsGareth19780206,Gareth Roberts,yellow,
2003-09-16,AllenGraham19770408,Graham Allen,yellow,
2003-09-16,AllenGraham19770408,Graham Allen,red,61
2003-09-16,ConnellySean19700626,Sean Connelly,yellow,
2003-09-16,HaworthSimon19770330,Simon Haworth,yellow,
2003-09-20,DagnallChris19860415,Chris Dagnall,yellow,
2003-09-20,SharpsIan19801023,Ian Sharps,yellow,
2003-09-20,TaylorRyan19840819,Ryan Taylor,yellow,
2003-09-20,HaworthSimon19770330,Simon Haworth,yellow,
2003-09-20,LoranTyrone19810629,Tyrone Loran,yellow,
2003-09-23,HaworthSimon19770330,Simon Haworth,yellow,
2003-09-27,DadiEugene19730820,Eugene Dadi,yellow,
2003-09-27,RobertsGareth19780206,Gareth Roberts,yellow,
2003-09-30,DadiEugene19730820,Eugene Dadi,yellow,
2003-09-30,TaylorRyan19840819,Ryan Taylor,yellow,
2003-09-30,LoranTyrone19810629,Tyrone Loran,yellow,
2003-10-06,HarrisonDanny19821104,Danny Harrison,yellow,
2003-10-06,AllenGraham19770408,Graham Allen,yellow,
2003-10-06,MellonMicky19720318,Micky Mellon,yellow,
2003-10-06,TaylorRyan19840819,Ryan Taylor,yellow,
2003-10-06,HaworthSimon19770330,Simon Haworth,yellow,
2003-10-06,LoranTyrone19810629,Tyrone Loran,yellow,
2003-10-11,GrayKevin19720107,Kevin Gray,yellow,
2003-10-11,TaylorRyan19840819,Ryan Taylor,yellow,
2003-10-18,ConnellySean19700626,Sean Connelly,yellow,
2003-10-18,HaworthSimon19770330,Simon Haworth,yellow,
2003-10-21,JenningsSteven19841028,Steven Jennings,yellow,
2003-10-25,HumeIain19831030,Iain Hume,yellow,
2003-10-25,ConnellySean19700626,Sean Connelly,yellow,
2003-11-01,HarrisonDanny19821104,Danny Harrison,yellow,
