game_date,player_id,goal_min,penalty,own_goal
1928-09-08,LittlehalesHarry19010826,,,0
1928-09-15,CharltonBilly19001010,,,0
1928-09-29,CharltonBilly19001010,,,0
1928-09-29,CharltonBilly19001010,,,0
1928-09-29,LittlehalesHarry19010826,,,0
1928-10-06,UrmsonFred19071126,,,0
1928-10-13,LewisGinger11902,,,0
1928-10-13,CharltonBilly19001010,,,0
1928-10-13,FlanaganJack11902,,,0
1928-10-20,BamberJack18950411,,,0
1928-10-27,LittlehalesHarry19010826,,,0
1928-11-03,CharltonBilly19001010,,,0
1928-11-03,CharltonBilly19001010,,,0
1928-11-03,BeswickSammy19030308,,,0
1928-11-03,BeswickSammy19030308,,,0
1928-11-03,LittlehalesHarry19010826,,,0
1928-11-03,CartmanBert19000228,,,0
1928-11-10,BeswickSammy19030308,,,0
1928-11-10,BeswickSammy19030308,,,0
1928-11-17,LittlehalesHarry19010826,,,0
1928-11-17,LittlehalesHarry19010826,,,0
1928-11-17,LittlehalesHarry19010826,,,0
1928-11-17,LittlehalesHarry19010826,,,0
1928-11-17,CartmanBert19000228,,,0
1928-11-17,CartmanBert19000228,,,0
1928-11-24,FlanaganJack11902,,,0
1928-11-24,BeswickSammy19030308,,,0
1928-12-01,JonesTommy19091206,,,0
1928-12-01,LittlehalesHarry19010826,,,0
1928-12-01,,,,1
1928-12-15,JonesTommy19091206,,,0
1928-12-15,BeswickSammy19030308,,,0
1928-12-22,BeswickSammy19030308,,,0
1928-12-25,BeswickSammy19030308,,,0
1928-12-29,CartmanBert19000228,,,0
1928-12-29,BeswickSammy19030308,,,0
1929-01-01,CartmanBert19000228,,,0
1929-01-12,BeswickSammy19030308,,,0
1929-01-19,CartmanBert19000228,,,0
1929-01-19,CartmanBert19000228,,,0
1929-02-02,LittlehalesHarry19010826,,,0
1929-02-09,BartonTeddy11904,,,0
1929-02-16,FlanaganJack11902,,,0
1929-02-23,LewisGinger11902,,,0
1929-03-02,CharltonBilly19001010,,,0
1929-03-02,UrmsonFred19071126,,,0
1929-03-09,JonesTommy19091206,,,0
1929-03-09,CharltonBilly19001010,,,0
1929-03-09,CharltonBilly19001010,,,0
1929-03-09,CharltonBilly19001010,,,0
1929-03-09,BeswickSammy19030308,,,0
1929-03-16,GrayRobert19031007,,,0
1929-03-16,BeswickSammy19030308,,,0
1929-03-23,CharltonBilly19001010,,,0
1929-03-23,BeswickSammy19030308,,,0
1929-03-23,BeswickSammy19030308,,,0
1929-03-23,,,,1
1929-03-29,CharltonBilly19001010,,,0
1929-03-29,BeswickSammy19030308,,,0
1929-03-29,BeswickSammy19030308,,,0
1929-03-30,JonesTommy19091206,,,0
1929-03-30,LittlehalesHarry19010826,,,0
1929-04-01,UrmsonFred19071126,,,0
1929-04-02,UrmsonFred19071126,,,0
1929-04-06,CartmanBert19000228,,,0
1929-04-06,BeswickSammy19030308,,,0
1929-04-06,LittlehalesHarry19010826,,,0
1929-04-06,UrmsonFred19071126,,,0
1929-04-13,JonesTommy19091206,,,0
1929-04-13,BeswickSammy19030308,,,0
1929-04-20,CharltonBilly19001010,,,0
1929-04-27,JonesTommy19091206,,,0
1929-04-27,CharltonBilly19001010,,,0
1929-05-04,NaylorTommy,,,0
1929-05-04,CharltonBilly19001010,,,0
1929-05-04,RiddingBill19110404,,,0
1929-08-31,NaylorTommy,,,0
1929-08-31,MestonSammy19020530,,,0
1929-08-31,CharltonBilly19001010,,,0
1929-08-31,WaterstonArchie19021013,,,0
1929-08-31,WaterstonArchie19021013,,,0
1929-09-02,WaterstonArchie19021013,,,0
1929-09-02,WaterstonArchie19021013,,,0
1929-09-02,WaterstonArchie19021013,,,0
1929-09-07,MestonSammy19020530,,,0
