game_date,player_on_id,player_off_id,sub_min,min_off,sub_reason
1994-01-26,IronsKenny19701104,NevinPat19630906,84.0,,
1994-01-29,IronsKenny19701104,NolanIan19700709,75.0,,
1994-01-29,MungallSteve19580522,HigginsDave19610819,71.0,,
1994-02-05,CoyneDanny19730827,NevinPat19630906,73.0,,
1994-02-23,MungallSteve19580522,BrannanGed19720115,72.0,,
1994-02-27,MorrisseyJohnny19650308,NevinPat19630906,97.0,,
1994-02-27,ThomasTony19710712,HughesMark19620203,90.0,,
1994-03-05,MorrisseyJohnny19650308,HughesMark19620203,46.0,,
1994-03-05,IronsKenny19701104,MalkinChris19670604,73.0,,
1994-03-12,JonesGary19750510,HughesMark19620203,72.0,,
1994-03-12,MorrisseyJohnny19650308,IronsKenny19701104,72.0,,
1994-03-19,MuirIan19630505,NevinPat19630906,81.0,,
1994-03-25,MungallSteve19580522,GarnettShaun19691122,29.0,,
1994-03-29,MungallSteve19580522,IronsKenny19701104,68.0,,
1994-04-04,JonesGary19750510,AldridgeJohn19580918,84.0,,
1994-04-09,JonesGary19750510,AldridgeJohn19580918,46.0,,
1994-04-16,MuirIan19630505,AldridgeJohn19580918,61.0,,
1994-04-26,MuirIan19630505,BranchGraham19720212,73.0,,
1994-04-30,MuirIan19630505,OBrienLiam19640905,40.0,,
1994-05-08,MuirIan19630505,BranchGraham19720212,58.0,,
1994-05-15,MuirIan19630505,IronsKenny19701104,68.0,,
1994-05-18,MuirIan19630505,IronsKenny19701104,55.0,,
1994-05-18,JonesMartin19750327,NevinPat19630906,89.0,,
1994-08-13,MuirIan19630505,GarnettShaun19691122,55.0,,
1994-08-20,MuirIan19630505,HigginsDave19610819,89.0,,
1994-08-20,MungallSteve19580522,ThomasTony19710712,79.0,,
1994-08-24,MuirIan19630505,MalkinChris19670604,45.0,,
1994-08-24,NixonEric19621004,CoyneDanny19730827,45.0,,
1994-08-24,McGrealJohn19720602,HigginsDave19610819,45.0,,
1994-08-27,MuirIan19630505,NevinPat19630906,75.0,,
1994-08-27,McGrealJohn19720602,GarnettShaun19691122,46.0,,
1994-09-03,MungallSteve19580522,GarnettShaun19691122,81.0,,
1994-09-03,JonesGary19750510,MorrisseyJohnny19650308,77.0,,
1994-09-06,ThomasMooreIan19760826,GarnettShaun19691122,79.0,,
1994-09-10,MuirIan19630505,MorrisseyJohnny19650308,80.0,,
1994-09-14,MungallSteve19580522,EdwardsMike19740910,73.0,,
1994-09-17,JonesGary19750510,OBrienLiam19640905,46.0,,
1994-09-17,MungallSteve19580522,ThomasTony19710712,39.0,,
1994-09-20,JonesGary19750510,HigginsDave19610819,58.0,,
1994-09-20,EdwardsMike19740910,IronsKenny19701104,58.0,,
1994-09-27,EdwardsMike19740910,NevinPat19630906,68.0,,
1994-10-22,MorrisseyJohnny19650308,EdwardsMike19740910,66.0,,
1994-10-26,IronsKenny19701104,OBrienLiam19640905,46.0,,
1994-11-06,JonesGary19750510,MuirIan19630505,87.0,,
1994-11-15,KenworthyJon19740818,MungallSteve19580522,77.0,,
1994-11-15,ProctorMark19610130,IronsKenny19701104,77.0,,
1994-12-06,EdwardsMike19740910,MungallSteve19580522,81.0,,
1994-12-06,MuirIan19630505,GarnettShaun19691122,58.0,,
1994-12-10,MuirIan19630505,MalkinChris19670604,71.0,,
1994-12-17,BranchGraham19720212,BrannanGed19720115,70.0,,
1994-12-26,MungallSteve19580522,HigginsDave19610819,73.0,,
1995-01-02,MungallSteve19580522,McGrealJohn19720602,46.0,,
1995-01-07,MuirIan19630505,MungallSteve19580522,46.0,,
1995-01-15,BrannanGed19720115,HigginsDave19610819,70.0,,
1995-01-18,JonesGary19750510,StevensGary19630327,46.0,,
1995-01-22,MungallSteve19580522,OBrienLiam19640905,46.0,,
1995-01-29,AldridgeJohn19580918,MuirIan19630505,60.0,,
1995-01-29,BrannanGed19720115,OBrienLiam19640905,62.0,,
1995-02-11,JonesGary19750510,IronsKenny19701104,12.0,,
1995-02-21,MorrisseyJohnny19650308,IronsKenny19701104,66.0,,
1995-02-21,JonesGary19750510,MalkinChris19670604,73.0,,
1995-02-25,AldridgeJohn19580918,MalkinChris19670604,81.0,,
1995-03-05,IronsKenny19701104,BrannanGed19720115,72.0,,
1995-03-05,AldridgeJohn19580918,MalkinChris19670604,65.0,,
1995-03-07,MalkinChris19670604,MuirIan19630505,66.0,,
1995-03-07,JonesGary19750510,NevinPat19630906,76.0,,
1995-03-11,MuirIan19630505,MorrisseyJohnny19650308,55.0,,
1995-03-18,JonesGary19750510,MalkinChris19670604,61.0,,
1995-03-18,KenworthyJon19740818,BrannanGed19720115,61.0,,
1995-03-25,JonesGary19750510,NevinPat19630906,80.0,,
1995-04-01,JonesGary19750510,MalkinChris19670604,81.0,,
1995-04-01,KenworthyJon19740818,MorrisseyJohnny19650308,66.0,,
1995-04-14,JonesGary19750510,MorrisseyJohnny19650308,86.0,,
1995-04-14,BrannanGed19720115,IronsKenny19701104,77.0,,
1995-04-17,JonesGary19750510,MalkinChris19670604,52.0,,
1995-04-21,JonesGary19750510,MalkinChris19670604,68.0,,
1995-04-21,BrannanGed19720115,OBrienLiam19640905,68.0,,
1995-04-30,ThomasMooreIan19760826,NevinPat19630906,73.0,,
1995-04-30,BrannanGed19720115,KenworthyJon19740818,85.0,,
1995-05-07,JonesGary19750510,GarnettShaun19691122,50.0,,
1995-05-07,KenworthyJon19740818,ThomasTony19710712,83.0,,
1995-05-14,BrannanGed19720115,ThomasTony19710712,69.0,,
1995-05-17,JonesGary19750510,MalkinChris19670604,80.0,,
1995-05-17,OBrienLiam19640905,NevinPat19630906,50.0,,
1995-08-12,ThomasMooreIan19760826,GarnettShaun19691122,72.0,,
1995-08-12,MungallSteve19580522,StevensGary19630327,18.0,,
1995-08-26,ThomasMooreIan19760826,IronsKenny19701104,70.0,,
1995-09-09,StevensGary19630327,MorrisseyJohnny19650308,60.0,,
1995-09-16,ThomasMooreIan19760826,OBrienLiam19640905,67.0,,
1995-09-16,JonesGary19750510,StevensGary19630327,46.0,,
1995-09-19,ThomasMooreIan19760826,MorrisseyJohnny19650308,80.0,,
1995-09-23,ThomasMooreIan19760826,GarnettShaun19691122,85.0,,
1995-09-23,KenworthyJon19740818,AldridgeJohn19580918,89.0,,
1995-09-30,ThomasMooreIan19760826,StevensGary19630327,75.0,,
1995-09-30,KenworthyJon19740818,NevinPat19630906,25.0,,
1995-10-07,ThomasMooreIan19760826,BennettGary19630920,82.0,,
1995-10-14,BranchGraham19720212,AldridgeJohn19580918,81.0,,
1995-10-24,BranchGraham19720212,BennettGary19630920,74.0,,
1995-11-08,BranchGraham19720212,BennettGary19630920,74.0,,
1995-11-19,BranchGraham19720212,ThomasMooreIan19760826,75.0,,
1995-11-22,IronsKenny19701104,StevensGary19630327,84.0,,
1995-11-25,BranchGraham19720212,NevinPat19630906,83.0,,
1995-11-25,RogersAlan19770103,IronsKenny19701104,63.0,,
1995-12-02,BranchGraham19720212,BennettGary19630920,82.0,,
1995-12-02,OBrienLiam19640905,GarnettShaun19691122,76.0,,
1995-12-09,OBrienLiam19640905,JonesGary19750510,60.0,,
1995-12-09,MorrisseyJohnny19650308,BranchGraham19720212,67.0,,
1995-12-16,OBrienLiam19640905,ThomasMooreIan19760826,51.0,,
1995-12-16,IronsKenny19701104,NevinPat19630906,79.0,,
1995-12-26,MorrisseyJohnny19650308,BennettGary19630920,57.0,,
1996-01-01,MorrisseyJohnny19650308,NevinPat19630906,83.0,,
1996-01-06,OBrienLiam19640905,JonesGary19750510,70.0,,
1996-01-13,JonesGary19750510,IronsKenny19701104,46.0,,
1996-01-13,MungallSteve19580522,BranchGraham19720212,89.0,,
1996-01-20,BranchGraham19720212,HigginsDave19610819,77.0,,
1996-01-30,MungallSteve19580522,OBrienLiam19640905,77.0,,
1996-01-30,BranchGraham19720212,NevinPat19630906,84.0,,
1996-02-03,BranchGraham19720212,OBrienLiam19640905,19.0,,
1996-02-03,MahonAlan19780404,MungallSteve19580522,81.0,,
1996-02-10,BranchGraham19720212,NevinPat19630906,77.0,,
1996-02-10,MorrisseyJohnny19650308,ThomasTony19710712,46.0,,
1996-02-10,MahonAlan19780404,IronsKenny19701104,70.0,,
1996-02-17,GarnettShaun19691122,McGrealJohn19720602,81.0,,
1996-02-20,MorrisseyJohnny19650308,BranchGraham19720212,83.0,,
1996-02-24,MungallSteve19580522,GarnettShaun19691122,46.0,,
1996-02-24,MorrisseyJohnny19650308,BennettGary19630920,77.0,,
1996-02-24,JonesGary19750510,OBrienLiam19640905,77.0,,
1996-03-03,IronsKenny19701104,CookPaul19670222,68.0,,
1996-03-03,HigginsDave19610819,RogersAlan19770103,90.0,,
1996-03-03,BennettGary19630920,BranchGraham19720212,87.0,,
1996-03-09,IronsKenny19701104,StevensGary19630327,46.0,,
1996-03-09,MorrisseyJohnny19650308,BranchGraham19720212,69.0,,
1996-03-12,BennettGary19630920,BranchGraham19720212,80.0,,
1996-03-16,IronsKenny19701104,NevinPat19630906,90.0,,
1996-03-16,BennettGary19630920,BranchGraham19720212,76.0,,
1996-03-23,IronsKenny19701104,NevinPat19630906,89.0,,
1996-03-23,MorrisseyJohnny19650308,ThomasTony19710712,58.0,,
1996-03-30,BranchGraham19720212,IronsKenny19701104,81.0,,
1996-04-02,IronsKenny19701104,CookPaul19670222,77.0,,
1996-04-02,JonesGary19750510,BranchGraham19720212,85.0,,
1996-04-06,BranchGraham19720212,IronsKenny19701104,57.0,,
1996-04-08,KenworthyJon19740818,BranchGraham19720212,83.0,,
1996-04-13,OBrienLiam19640905,IronsKenny19701104,82.0,,
1996-04-13,KenworthyJon19740818,MorrisseyJohnny19650308,75.0,,
1996-04-13,JonesGary19750510,AldridgeJohn19580918,82.0,,
1996-04-17,NevinPat19630906,MorrisseyJohnny19650308,79.0,,
1996-04-17,MorganAlan19731102,RogersAlan19770103,80.0,,
1996-04-20,JonesGary19750510,AldridgeJohn19580918,75.0,,
1996-04-20,MorganAlan19731102,IronsKenny19701104,66.0,,
1996-04-27,ThomasMooreIan19760826,AldridgeJohn19580918,86.0,,
1996-04-27,MorganAlan19731102,NevinPat19630906,16.0,,
1996-04-30,ThomasMooreIan19760826,AldridgeJohn19580918,85.0,,
1996-04-30,MorganAlan19731102,RogersAlan19770103,62.0,,
1996-05-05,ThomasMooreIan19760826,IronsKenny19701104,76.0,,
1996-08-17,NevinPat19630906,MorrisseyJohnny19650308,69.0,,
1996-08-17,BrannanGed19720115,IronsKenny19701104,79.0,,
1996-08-17,ThomasMooreIan19760826,AldridgeJohn19580918,86.0,,
1996-08-21,BranchGraham19720212,BonettiIvano19640801,73.0,,
1996-08-21,BrannanGed19720115,IronsKenny19701104,86.0,,
1996-08-23,BranchGraham19720212,BonettiIvano19640801,30.0,,
1996-08-23,BrannanGed19720115,RogersAlan19770103,22.0,,
1996-08-23,ThomasMooreIan19760826,McGrealJohn19720602,68.0,,
1996-08-27,MorganAlan19731102,MahonAlan19780404,77.0,,
1996-08-27,NevinPat19630906,MorrisseyJohnny19650308,87.0,,
1996-08-31,ThomasTony19710712,StevensGary19630327,57.0,,
1996-08-31,NevinPat19630906,MorrisseyJohnny19650308,30.0,,
1996-09-03,MahonAlan19780404,OBrienLiam19640905,69.0,,
1996-09-03,ThomasMooreIan19760826,IronsKenny19701104,77.0,,
1996-09-07,ThomasMooreIan19760826,AldridgeJohn19580918,89.0,,
1996-09-07,JonesGary19750510,IronsKenny19701104,75.0,,
1996-09-10,ThomasMooreIan19760826,AldridgeJohn19580918,88.0,,
1996-09-10,ThomasTony19710712,MorrisseyJohnny19650308,90.0,,
1996-09-14,JonesGary19750510,CookPaul19670222,75.0,,
1996-09-14,BonettiIvano19640801,OBrienLiam19640905,45.0,,
1996-09-17,McGrealJohn19720602,BranchGraham19720212,73.0,,
1996-09-21,MahonAlan19780404,OBrienLiam19640905,74.0,,
1996-09-24,IronsKenny19701104,MorrisseyJohnny19650308,56.0,,
1996-09-24,JonesGary19750510,CookPaul19670222,80.0,,
1996-09-24,MahonAlan19780404,HigginsDave19610819,80.0,,
1996-09-28,MorrisseyJohnny19650308,BranchGraham19720212,80.0,,
1996-09-28,JonesGary19750510,AldridgeJohn19580918,90.0,,
1996-10-01,MorrisseyJohnny19650308,BranchGraham19720212,80.0,,
1996-10-01,JonesGary19750510,OBrienLiam19640905,73.0,,
1996-10-04,JonesGary19750510,ThornAndy19661112,46.0,,
1996-10-12,MorrisseyJohnny19650308,BranchGraham19720212,89.0,,
1996-10-12,JonesGary19750510,RogersAlan19770103,89.0,,
1996-10-12,CookPaul19670222,IronsKenny19701104,85.0,,
1996-10-15,MorrisseyJohnny19650308,BranchGraham19720212,80.0,,
1996-10-15,JonesGary19750510,ThornAndy19661112,60.0,,
1996-10-15,MahonAlan19780404,CookPaul19670222,80.0,,
1996-10-20,CookPaul19670222,MorrisseyJohnny19650308,78.0,,
1996-10-20,NevinPat19630906,BonettiIvano19640801,54.0,,
1996-10-20,MahonAlan19780404,IronsKenny19701104,68.0,,
1996-10-26,AldridgeJohn19580918,JonesGary19750510,81.0,,
1996-10-29,AldridgeJohn19580918,JonesGary19750510,80.0,,
1996-10-29,BonettiIvano19640801,MahonAlan19780404,80.0,,
1996-11-02,AldridgeJohn19580918,ThomasMooreIan19760826,75.0,,
1996-11-02,HigginsDave19610819,ThornAndy19661112,66.0,,
1996-11-02,BonettiIvano19640801,OBrienLiam19640905,75.0,,
1996-11-15,BranchGraham19720212,ThomasTony19710712,78.0,,
1996-11-15,IronsKenny19701104,MahonAlan19780404,78.0,,
1996-11-23,IronsKenny19701104,BrannanGed19720115,87.0,,
1996-11-23,NevinPat19630906,ThomasMooreIan19760826,89.0,,
1996-11-23,JonesGary19750510,AldridgeJohn19580918,78.0,,
1996-11-30,IronsKenny19701104,RogersAlan19770103,76.0,,
1996-11-30,NevinPat19630906,ThomasMooreIan19760826,28.0,,
1996-11-30,MahonAlan19780404,CookPaul19670222,65.0,,
1996-12-03,IronsKenny19701104,RogersAlan19770103,37.0,,
1996-12-03,JonesGary19750510,NevinPat19630906,70.0,,
1996-12-03,CookPaul19670222,MahonAlan19780404,58.0,,
1996-12-07,MorrisseyJohnny19650308,IronsKenny19701104,76.0,,
1996-12-07,JonesGary19750510,NevinPat19630906,76.0,,
1996-12-14,JonesGary19750510,IronsKenny19701104,81.0,,
1996-12-14,NevinPat19630906,BranchGraham19720212,81.0,,
1996-12-14,MahonAlan19780404,MorrisseyJohnny19650308,60.0,,
1996-12-21,MorrisseyJohnny19650308,OBrienLiam19640905,80.0,,
1996-12-21,AldridgeJohn19580918,BranchGraham19720212,58.0,,
1996-12-21,IronsKenny19701104,ThomasTony19710712,46.0,,
1996-12-26,BranchGraham19720212,ThomasMooreIan19760826,61.0,,
1996-12-26,NevinPat19630906,MahonAlan19780404,46.0,,
1996-12-26,MorrisseyJohnny19650308,OBrienLiam19640905,46.0,,
1997-01-01,BranchGraham19720212,OBrienLiam19640905,66.0,,
1997-01-01,ThomasMooreIan19760826,AldridgeJohn19580918,89.0,,
1997-01-01,MahonAlan19780404,CoyneDanny19730827,33.0,,
1997-01-10,BranchGraham19720212,MorrisseyJohnny19650308,80.0,,
1997-01-10,ThomasMooreIan19760826,AldridgeJohn19580918,70.0,,
1997-01-10,IronsKenny19701104,OBrienLiam19640905,45.0,,
1997-01-14,BranchGraham19720212,MorrisseyJohnny19650308,78.0,,
1997-01-14,ThomasMooreIan19760826,OBrienLiam19640905,67.0,,
1997-01-14,IronsKenny19701104,ThomasTony19710712,79.0,,
1997-01-18,RogersAlan19770103,NevinPat19630906,81.0,,
1997-01-18,ThomasMooreIan19760826,MorrisseyJohnny19650308,76.0,,
1997-01-18,IronsKenny19701104,OBrienLiam19640905,34.0,,
1997-01-28,RogersAlan19770103,NevinPat19630906,61.0,,
1997-01-28,JonesGary19750510,BrannanGed19720115,56.0,,
1997-01-28,BonettiIvano19640801,BranchGraham19720212,79.0,,
1997-02-01,RogersAlan19770103,StevensGary19630327,46.0,,
1997-02-01,JonesGary19750510,NevinPat19630906,79.0,,
1997-02-07,BrannanGed19720115,IronsKenny19701104,56.0,,
1997-02-07,JonesGary19750510,BranchGraham19720212,56.0,,
1997-02-07,NevinPat19630906,StevensGary19630327,64.0,,
1997-02-22,AldridgeJohn19580918,BranchGraham19720212,88.0,,
1997-02-22,JonesGary19750510,NevinPat19630906,80.0,,
1997-02-22,MahonAlan19780404,OBrienLiam19640905,87.0,,
1997-02-28,AldridgeJohn19580918,IronsKenny19701104,67.0,,
1997-02-28,MahonAlan19780404,BranchGraham19720212,82.0,,
1997-03-04,BranchGraham19720212,NevinPat19630906,57.0,,
1997-03-04,JonesGary19750510,AldridgeJohn19580918,88.0,,
1997-03-08,BranchGraham19720212,ThomasMooreIan19760826,53.0,,
1997-03-08,JonesGary19750510,ThornAndy19661112,47.0,,
1997-03-08,CookPaul19670222,AldridgeJohn19580918,71.0,,
1997-03-15,MorrisseyJohnny19650308,NevinPat19630906,86.0,,
1997-03-15,NevinPat19630906,BranchGraham19720212,65.0,86.0,
1997-03-18,AldridgeJohn19580918,BranchGraham19720212,56.0,,
1997-03-18,MorrisseyJohnny19650308,MahonAlan19780404,56.0,,
1997-03-18,ChallinorDave19751002,HigginsDave19610819,73.0,,
1997-03-22,BranchGraham19720212,MorrisseyJohnny19650308,73.0,,
1997-03-22,MahonAlan19780404,CookPaul19670222,87.0,,
1997-03-28,BranchGraham19720212,JonesLee19730529,74.0,,
1997-03-28,CookPaul19670222,AldridgeJohn19580918,78.0,,
1997-03-31,BranchGraham19720212,MorrisseyJohnny19650308,78.0,,
1997-03-31,AldridgeJohn19580918,IronsKenny19701104,83.0,,
1997-04-04,BranchGraham19720212,AldridgeJohn19580918,78.0,,
1997-04-04,CookPaul19670222,MorrisseyJohnny19650308,66.0,,
1997-04-04,MahonAlan19780404,IronsKenny19701104,87.0,,
1997-04-12,AldridgeJohn19580918,ThornAndy19661112,65.0,,
1997-04-12,MahonAlan19780404,ThomasTony19710712,89.0,,
1997-04-12,BranchGraham19720212,MorrisseyJohnny19650308,82.0,,
1997-04-15,AldridgeJohn19580918,MorrisseyJohnny19650308,71.0,,
1997-04-19,AldridgeJohn19580918,MorrisseyJohnny19650308,77.0,,
1997-04-19,BranchGraham19720212,OBrienLiam19640905,86.0,,
1997-04-26,NevinPat19630906,MorrisseyJohnny19650308,71.0,,
1997-05-04,MorrisseyJohnny19650308,MahonAlan19780404,75.0,,
1997-08-09,AldridgeJohn19580918,OBrienLiam19640905,80.0,,
1997-08-09,IronsKenny19701104,CookPaul19670222,83.0,,
1997-08-09,MorrisseyJohnny19650308,BranchGraham19720212,68.0,,
1997-08-12,MorganAlan19731102,CookPaul19670222,90.0,,
1997-08-12,IronsKenny19701104,OBrienLiam19640905,82.0,,
1997-08-15,AldridgeJohn19580918,KellyDavid19651125,84.0,,
1997-08-15,BranchGraham19720212,MorrisseyJohnny19650308,80.0,,
1997-08-15,IronsKenny19701104,OBrienLiam19640905,90.0,,
1997-08-22,BranchGraham19720212,JonesLee19730529,87.0,,
1997-08-22,IronsKenny19701104,MorrisseyJohnny19650308,84.0,,
1997-08-26,BranchGraham19720212,MorrisseyJohnny19650308,63.0,,
1997-08-26,IronsKenny19701104,CookPaul19670222,44.0,,
1997-08-30,AldridgeJohn19580918,KellyDavid19651125,12.0,,
1997-08-30,BranchGraham19720212,MorrisseyJohnny19650308,59.0,,
1997-08-30,IronsKenny19701104,ThornAndy19661112,28.0,,
1997-09-02,AldridgeJohn19580918,StevensGary19630327,80.0,,
1997-09-02,IronsKenny19701104,OBrienLiam19640905,80.0,,
1997-09-07,OBrienLiam19640905,MorganAlan19731102,46.0,,
1997-09-07,ChallinorDave19751002,StevensGary19630327,72.0,,
1997-09-07,MorrisseyJohnny19650308,IronsKenny19701104,72.0,,
1997-09-13,BranchGraham19720212,MorrisseyJohnny19650308,75.0,,
1997-09-16,MahonAlan19780404,OBrienLiam19640905,68.0,,
1997-09-16,BranchGraham19720212,MorrisseyJohnny19650308,76.0,,
1997-09-16,IronsKenny19701104,JonesGary19750510,82.0,,
1997-09-20,MahonAlan19780404,CookPaul19670222,71.0,,
1997-09-20,BranchGraham19720212,MorrisseyJohnny19650308,79.0,,
1997-09-20,MorganAlan19731102,StevensGary19630327,75.0,,
1997-09-23,MahonAlan19780404,MorrisseyJohnny19650308,60.0,,
1997-09-23,BranchGraham19720212,JonesLee19730529,46.0,,
1997-09-23,MorganAlan19731102,OBrienLiam19640905,84.0,,
1997-09-27,MahonAlan19780404,StevensGary19630327,85.0,,
1997-09-27,IronsKenny19701104,OBrienLiam19640905,27.0,,
1997-10-04,AldridgeJohn19580918,JonesLee19730529,81.0,,
1997-10-04,MorganAlan19731102,ChallinorDave19751002,62.0,,
1997-10-04,MahonAlan19780404,BranchGraham19720212,68.0,,
1997-10-14,OBrienLiam19640905,McGrealJohn19720602,90.0,,
1997-10-14,MahonAlan19780404,JonesLee19730529,76.0,,
1997-10-18,McIntyreKevin19771223,MahonAlan19780404,82.0,,
1997-10-18,BranchGraham19720212,KellyDavid19651125,35.0,,
1997-10-22,OBrienLiam19640905,MahonAlan19780404,59.0,,
1997-10-22,ParkinsonAndy19790527,MorrisseyJohnny19650308,81.0,,
1997-10-25,McIntyreKevin19771223,ThompsonAndy19671109,46.0,,
1997-10-25,MahonAlan19780404,MorrisseyJohnny19650308,62.0,,
1997-11-01,MellonMicky19720318,IronsKenny19701104,84.0,,
1997-11-08,MorrisseyJohnny19650308,BranchGraham19720212,84.0,,
1997-11-08,ChallinorDave19751002,ThornAndy19661112,74.0,,
1997-11-08,MahonAlan19780404,JonesGary19750510,70.0,,
1997-11-15,MorrisseyJohnny19650308,AldridgeJohn19580918,77.0,,
1997-11-15,MahonAlan19780404,IronsKenny19701104,69.0,,
1997-11-22,MorrisseyJohnny19650308,McGrealJohn19720602,46.0,,
1997-11-22,MahonAlan19780404,JonesLee19730529,87.0,,
1997-11-22,JonesGary19750510,AldridgeJohn19580918,75.0,,
1997-11-29,MorrisseyJohnny19650308,AldridgeJohn19580918,65.0,,
1997-11-29,ChallinorDave19751002,ThornAndy19661112,75.0,,
1997-11-29,JonesGary19750510,IronsKenny19701104,75.0,,
1997-12-06,AldridgeJohn19580918,StevensGary19630327,57.0,,
1997-12-06,MahonAlan19780404,JonesLee19730529,74.0,,
1997-12-13,ParkinsonAndy19790527,OBrienLiam19640905,77.0,,
1997-12-20,AldridgeJohn19580918,MellonMicky19720318,62.0,,
1997-12-20,ChallinorDave19751002,ThornAndy19661112,47.0,,
1997-12-26,MorrisseyJohnny19650308,IronsKenny19701104,75.0,,
1998-01-09,ParkinsonAndy19790527,AldridgeJohn19580918,65.0,,
1998-01-09,JonesGary19750510,StevensGary19630327,81.0,,
1998-01-13,MorrisseyJohnny19650308,ParkinsonAndy19790527,70.0,,
1998-01-13,MahonAlan19780404,MellonMicky19720318,80.0,,
1998-01-13,HillClint19781019,ThornAndy19661112,44.0,,
1998-01-17,ParkinsonAndy19790527,AldridgeJohn19580918,76.0,,
1998-01-31,MorrisseyJohnny19650308,MorganAlan19731102,67.0,,
1998-01-31,MahonAlan19780404,MellonMicky19720318,79.0,,
1998-01-31,BranchGraham19720212,JonesLee19730529,57.0,,
1998-02-04,MorrisseyJohnny19650308,JonesGary19750510,70.0,,
1998-02-04,MorganAlan19731102,FrailStephen19690810,83.0,,
1998-02-04,BranchGraham19720212,ParkinsonAndy19790527,53.0,,
1998-02-07,JonesGary19750510,McGrealJohn19720602,69.0,,
1998-02-07,MellonMicky19720318,OBrienLiam19640905,61.0,,
1998-02-10,JonesGary19750510,OBrienLiam19640905,79.0,,
1998-02-10,ParkinsonAndy19790527,BranchGraham19720212,66.0,,
1998-02-10,MellonMicky19720318,FrailStephen19690810,39.0,,
1998-02-14,JonesGary19750510,OBrienLiam19640905,75.0,,
1998-02-14,ParkinsonAndy19790527,BranchGraham19720212,9.0,,Injury
1998-02-14,MellonMicky19720318,IronsKenny19701104,45.0,,
1998-02-18,MellonMicky19720318,MorganAlan19731102,48.0,,
1998-02-18,JonesGary19750510,ParkinsonAndy19790527,89.0,,
1998-02-21,JonesLee19730529,ParkinsonAndy19790527,22.0,,
1998-02-24,BranchGraham19720212,JonesGary19750510,82.0,,
1998-02-28,KellyDavid19651125,IronsKenny19701104,46.0,,
1998-02-28,MahonAlan19780404,FrailStephen19690810,71.0,,
1998-02-28,FrailStephen19690810,MorganAlan19731102,46.0,71.0,
1998-03-04,JonesLee19730529,BranchGraham19720212,76.0,,
1998-03-04,MellonMicky19720318,MorrisseyJohnny19650308,73.0,,
1998-03-14,MellonMicky19720318,MorrisseyJohnny19650308,60.0,,
1998-03-14,ParkinsonAndy19790527,OBrienLiam19640905,67.0,,
1998-03-14,MahonAlan19780404,JonesGary19750510,73.0,,
1998-03-21,MellonMicky19720318,MorrisseyJohnny19650308,80.0,,
1998-03-21,ParkinsonAndy19790527,JonesLee19730529,75.0,,
1998-03-21,MahonAlan19780404,OBrienLiam19640905,84.0,,
1998-03-28,MellonMicky19720318,KubickiDariusz19630606,6.0,,
1998-04-03,MellonMicky19720318,IronsKenny19701104,65.0,,
1998-04-03,ParkinsonAndy19790527,JonesLee19730529,65.0,,
1998-04-07,ParkinsonAndy19790527,JonesLee19730529,80.0,,
1998-04-07,HillClint19781019,MorrisseyJohnny19650308,80.0,,
1998-04-11,JonesLee19730529,JonesGary19750510,85.0,,
1998-04-11,MorganAlan19731102,MorrisseyJohnny19650308,79.0,,
1998-04-13,MahonAlan19780404,OBrienLiam19640905,78.0,,
1998-04-13,MorganAlan19731102,ParkinsonAndy19790527,80.0,,
1998-04-18,ParkinsonAndy19790527,HillClint19781019,38.0,,
1998-04-18,MahonAlan19780404,MorrisseyJohnny19650308,60.0,,
1998-04-25,MorrisseyJohnny19650308,IronsKenny19701104,54.0,,
1998-04-25,JonesLee19730529,MahonAlan19780404,54.0,,
1998-04-28,IronsKenny19701104,JonesLee19730529,63.0,,
1998-04-28,MahonAlan19780404,HillClint19781019,81.0,,
1998-05-03,OBrienLiam19640905,IronsKenny19701104,59.0,,
1998-05-03,FrailStephen19690810,KubickiDariusz19630606,70.0,,
1998-05-03,JonesLee19730529,MorrisseyJohnny19650308,55.0,,
1998-08-08,ParkinsonAndy19790527,RussellCraig19740204,73.0,,
1998-08-08,JonesGary19750510,MorrisseyJohnny19650308,76.0,,
1998-08-11,JonesLee19730529,MorrisseyJohnny19650308,73.0,,
1998-08-11,JonesGary19750510,SantosGeorges19700815,84.0,,
1998-08-15,JonesLee19730529,RussellCraig19740204,63.0,,
1998-08-15,JonesGary19750510,SantosGeorges19700815,29.0,,
1998-08-18,MorrisseyJohnny19650308,ParkinsonAndy19790527,75.0,,
1998-08-18,KoumasJason19790925,KoumasJason19790925,58.0,,
1998-08-22,MorrisseyJohnny19650308,RussellCraig19740204,77.0,,
1998-08-22,SharpsIan19801023,McGrealJohn19720602,20.0,38.0,
1998-08-22,KoumasJason19790925,SharpsIan19801023,38.0,,
1998-08-29,MellonMicky19720318,MorganAlan19731102,77.0,,
1998-08-29,KoumasJason19790925,MorrisseyJohnny19650308,65.0,,
1998-08-29,RussellCraig19740204,JonesLee19730529,83.0,,
1998-09-08,MorrisseyJohnny19650308,JonesLee19730529,79.0,,
1998-09-11,KoumasJason19790925,MorrisseyJohnny19650308,45.0,,
1998-09-11,MorganAlan19731102,SantosGeorges19700815,83.0,,
1998-09-11,MahonAlan19780404,MellonMicky19720318,82.0,,
1998-09-15,JonesLee19730529,JonesGary19750510,63.0,,
1998-09-15,MorrisseyJohnny19650308,KoumasJason19790925,83.0,,
1998-09-15,MahonAlan19780404,MahonAlan19780404,71.0,,
